tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,Titles,pos,neg,neu,compound
tt0018192,movie,Napoleon,Napoléon vu par Abel Gance,0,1927,\N,330,"Biography,Drama,History",8.2,8124,napoleon,0.0,0.0,1.0,0.0
tt0018217,movie,October (Ten Days that Shook the World),Oktyabr,0,1927,\N,142,"Drama,History",7.4,8136,october ten day shook world,0.0,0.259,0.741,-0.1027
tt0018455,movie,Sunrise,Sunrise: A Song of Two Humans,0,1927,\N,94,"Drama,Romance",8.1,52254,sunrise,0.0,0.0,1.0,0.0
tt0018528,movie,The Unknown,The Unknown,0,1927,\N,63,"Drama,Horror,Romance",7.7,8392,unknown,0.0,0.0,1.0,0.0
tt0018578,movie,Wings,Wings,0,1927,\N,144,"Action,Drama,Romance",7.6,13641,wing,0.0,0.0,1.0,0.0
tt0018737,movie,Pandora's Box,Die Büchse der Pandora,0,1929,\N,109,"Crime,Drama,Romance",7.8,11279,pandora box,0.0,0.0,1.0,0.0
tt0018742,movie,The Cameraman,The Cameraman,0,1928,\N,76,"Comedy,Drama,Family",8.0,12274,cameraman,0.0,0.0,1.0,0.0
tt0018773,movie,The Circus,The Circus,0,1928,\N,72,"Comedy,Family,Romance",8.1,34775,circus,0.0,0.0,1.0,0.0
tt0018806,movie,The Crowd,The Crowd,0,1928,\N,98,"Drama,Music,Romance",8.1,8768,crowd,0.0,0.0,1.0,0.0
tt0019254,movie,The Passion of Joan of Arc,La passion de Jeanne d'Arc,0,1928,\N,110,"Biography,Drama,History",8.2,57097,passion joan arc,0.6,0.0,0.4,0.4588
tt0019421,movie,"Steamboat Bill, Jr.","Steamboat Bill, Jr.",0,1928,\N,70,"Action,Comedy,Drama",7.8,15323,steamboat bill jr,0.0,0.0,1.0,0.0
tt0019422,short,Steamboat Willie,Steamboat Willie,0,1928,\N,8,"Animation,Comedy,Family",7.5,9988,steamboat willie,0.0,0.0,1.0,0.0
tt0019702,movie,Blackmail,Blackmail,0,1929,\N,85,"Crime,Thriller",6.9,11385,blackmail,0.0,0.0,1.0,0.0
tt0019760,movie,Man with a Movie Camera,Chelovek s kino-apparatom,0,1929,\N,68,"Documentary,Music",8.4,26473,man movie camera,0.0,0.0,1.0,0.0
tt0019777,movie,The Cocoanuts,The Cocoanuts,0,1929,\N,96,"Adventure,Comedy,Musical",6.8,7910,cocoanut,0.0,0.0,1.0,0.0
tt0020530,short,Un chien andalou,Un chien andalou,0,1929,\N,16,"Fantasy,Horror,Short",7.6,51697,un chien andalou,0.0,0.0,1.0,0.0
tt0020629,movie,All Quiet on the Western Front,All Quiet on the Western Front,0,1930,\N,152,"Drama,War",8.1,65367,quiet western front,0.0,0.0,1.0,0.0
tt0020640,movie,Animal Crackers,Animal Crackers,0,1930,\N,97,"Comedy,Family,Musical",7.4,14844,animal cracker,0.0,0.0,1.0,0.0
tt0020697,movie,The Blue Angel,Der blaue Engel,0,1930,\N,104,"Drama,Music",7.7,15674,blue angel,0.0,0.0,1.0,0.0
tt0021749,movie,City Lights,City Lights,0,1931,\N,87,"Comedy,Drama,Romance",8.5,188175,city light,0.0,0.0,1.0,0.0
tt0021814,movie,Dracula,Dracula,0,1931,\N,75,"Drama,Fantasy,Horror",7.4,55028,dracula,0.0,0.0,1.0,0.0
tt0021884,movie,Frankenstein,Frankenstein,0,1931,\N,70,"Drama,Horror,Sci-Fi",7.8,75486,frankenstein,0.0,0.0,1.0,0.0
tt0022100,movie,M,M - Eine Stadt sucht einen Mörder,0,1931,\N,117,"Crime,Mystery,Thriller",8.3,161372,,0.0,0.0,0.0,0.0
tt0022158,movie,Monkey Business,Monkey Business,0,1931,\N,77,"Comedy,Family,Musical",7.4,13881,monkey business,0.0,0.0,1.0,0.0
tt0022286,movie,The Public Enemy,The Public Enemy,0,1931,\N,83,"Crime,Drama",7.6,22008,public enemy,0.0,0.778,0.222,-0.5423
tt0022835,movie,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1931,\N,98,"Horror,Sci-Fi",7.6,14694,dr. jekyll hyde,0.0,0.0,1.0,0.0
tt0022913,movie,Freaks,Freaks,0,1932,\N,64,"Drama,Horror",7.8,48188,freak,0.0,1.0,0.0,-0.4404
tt0022958,movie,Grand Hotel,Grand Hotel,0,1932,\N,112,"Drama,Romance",7.3,20104,grand hotel,0.75,0.0,0.25,0.4588
tt0023027,movie,Horse Feathers,Horse Feathers,0,1932,\N,68,"Comedy,Family,Musical",7.5,12989,horse feather,0.0,0.0,1.0,0.0
tt0023042,movie,I Am a Fugitive from a Chain Gang,I Am a Fugitive from a Chain Gang,0,1932,\N,92,"Crime,Drama,Film-Noir",8.2,13853,fugitive chain gang,0.0,0.0,1.0,0.0
tt0023238,movie,The Most Dangerous Game,The Most Dangerous Game,0,1932,\N,63,"Action,Adventure,Horror",7.1,13139,dangerous game,0.0,0.756,0.244,-0.4767
tt0023245,movie,The Mummy,The Mummy,0,1932,\N,73,"Fantasy,Horror",7.0,28232,mummy,0.0,0.0,1.0,0.0
tt0023293,movie,The Old Dark House,The Old Dark House,0,1932,\N,72,"Adventure,Comedy,Drama",7.0,11945,old dark house,0.0,0.0,1.0,0.0
tt0023427,movie,Scarface,Scarface,0,1932,\N,93,"Action,Crime,Drama",7.7,29036,scarface,0.0,0.0,1.0,0.0
tt0023458,movie,Shanghai Express,Shanghai Express,0,1932,\N,82,"Adventure,Drama,Film-Noir",7.3,9606,shanghai express,0.0,0.0,1.0,0.0
tt0023551,movie,Tarzan the Ape Man,Tarzan the Ape Man,0,1932,\N,100,"Action,Adventure,Romance",7.0,7826,tarzan ape man,0.0,0.0,1.0,0.0
tt0023563,movie,The Testament of Dr. Mabuse,Das Testament des Dr. Mabuse,0,1933,\N,122,"Crime,Mystery,Thriller",7.9,13088,testament dr. mabuse,0.0,0.0,1.0,0.0
tt0023622,movie,Trouble in Paradise,Trouble in Paradise,0,1932,\N,83,"Comedy,Crime,Romance",8.0,15408,trouble paradise,0.609,0.391,0.0,0.3612
tt0023649,movie,Vampyr,Vampyr,0,1932,\N,75,"Fantasy,Horror",7.4,19303,vampyr,0.0,0.0,1.0,0.0
tt0023694,movie,White Zombie,White Zombie,0,1932,\N,69,Horror,6.2,11070,white zombie,0.0,0.0,1.0,0.0
tt0023948,movie,Dinner at Eight,Dinner at Eight,0,1933,\N,111,Drama,7.5,8641,dinner eight,0.0,0.0,1.0,0.0
tt0023969,movie,Duck Soup,Duck Soup,0,1933,\N,69,"Comedy,Musical",7.8,61345,duck soup,0.0,0.0,1.0,0.0
tt0024034,movie,42nd Street,42nd Street,0,1933,\N,89,"Comedy,Drama,Music",7.3,12544,nd street,0.0,0.0,1.0,0.0
tt0024069,movie,Gold Diggers of 1933,Gold Diggers of 1933,0,1933,\N,97,"Comedy,Drama,Musical",7.7,8732,gold digger,0.0,0.0,1.0,0.0
tt0024184,movie,The Invisible Man,The Invisible Man,0,1933,\N,71,"Horror,Sci-Fi",7.6,37339,invisible man,0.0,0.0,1.0,0.0
tt0024188,movie,Island of Lost Souls,Island of Lost Souls,0,1932,\N,70,"Film-Noir,Horror,Sci-Fi",7.4,10203,island lost soul,0.0,0.535,0.465,-0.3182
tt0024216,movie,King Kong,King Kong,0,1933,\N,100,"Adventure,Horror,Sci-Fi",7.9,87741,king kong,0.0,0.0,1.0,0.0
tt0024481,movie,Queen Christina,Queen Christina,0,1933,\N,99,"Biography,Drama,Romance",7.5,8218,queen christina,0.0,0.0,1.0,0.0
tt0024601,movie,Sons of the Desert,Sons of the Desert,0,1933,\N,68,"Comedy,Family,Music",7.5,9235,son desert,0.0,0.0,1.0,0.0
tt0024803,short,Zero for Conduct,Zéro de conduite: Jeunes diables au collège,0,1933,\N,44,"Drama,Short",7.2,9031,zero conduct,0.0,0.0,1.0,0.0
tt0024894,movie,The Black Cat,The Black Cat,0,1934,\N,65,"Adventure,Crime,Horror",6.9,12017,black cat,0.0,0.0,1.0,0.0
tt0025164,movie,The Gay Divorcee,The Gay Divorcee,0,1934,\N,107,"Comedy,Musical,Romance",7.4,8258,gay divorcee,0.0,0.0,1.0,0.0
tt0025316,movie,It Happened One Night,It Happened One Night,0,1934,\N,105,"Comedy,Romance",8.1,106971,happened one night,0.0,0.0,1.0,0.0
tt0025452,movie,The Man Who Knew Too Much,The Man Who Knew Too Much,0,1934,\N,75,"Crime,Mystery,Thriller",6.7,19987,man knew much,0.0,0.0,1.0,0.0
tt0025878,movie,The Thin Man,The Thin Man,0,1934,\N,91,"Comedy,Crime,Mystery",7.9,31187,thin man,0.0,0.0,1.0,0.0
tt0025913,movie,The Triumph of the Will,Triumph des Willens,0,1935,\N,114,"Documentary,History",7.2,17771,triumph,1.0,0.0,0.0,0.4767
tt0026029,movie,The 39 Steps,The 39 Steps,0,1935,\N,86,"Crime,Mystery,Thriller",7.6,59029,step,0.0,0.0,1.0,0.0
tt0026138,movie,The Bride of Frankenstein,Bride of Frankenstein,0,1935,\N,75,"Drama,Horror,Sci-Fi",7.8,50429,bride frankenstein,0.0,0.0,1.0,0.0
tt0026174,movie,Captain Blood,Captain Blood,0,1935,\N,119,"Action,Adventure,History",7.7,15065,captain blood,0.0,0.0,1.0,0.0
tt0026752,movie,Mutiny on the Bounty,Mutiny on the Bounty,0,1935,\N,132,"Adventure,Biography,Drama",7.6,23932,mutiny bounty,0.0,0.0,1.0,0.0
tt0026778,movie,A Night at the Opera,A Night at the Opera,0,1935,\N,96,"Comedy,Music,Musical",7.8,33649,night opera,0.0,0.0,1.0,0.0
tt0027125,movie,Top Hat,Top Hat,0,1935,\N,101,"Comedy,Musical,Romance",7.7,19910,top hat,0.643,0.0,0.357,0.2023
tt0027260,movie,After the Thin Man,After the Thin Man,0,1936,\N,112,"Comedy,Crime,Mystery",7.6,11583,thin man,0.0,0.0,1.0,0.0
tt0027532,movie,Dodsworth,Dodsworth,0,1936,\N,101,"Drama,Romance",7.8,9669,dodsworth,0.0,0.0,1.0,0.0
tt0027652,movie,Fury,Fury,0,1936,\N,92,"Crime,Drama,Film-Noir",7.9,13137,fury,0.0,1.0,0.0,-0.5719
tt0027698,movie,The Great Ziegfeld,The Great Ziegfeld,0,1936,\N,176,"Drama,Musical",6.6,8574,great ziegfeld,0.804,0.0,0.196,0.6249
tt0027884,movie,Libeled Lady,Libeled Lady,0,1936,\N,98,"Comedy,Romance",7.8,8503,libeled lady,0.0,0.0,1.0,0.0
tt0027977,movie,Modern Times,Modern Times,0,1936,\N,87,"Comedy,Drama,Romance",8.5,247732,modern time,0.0,0.0,1.0,0.0
tt0027996,movie,Mr. Deeds Goes to Town,Mr. Deeds Goes to Town,0,1936,\N,115,"Comedy,Drama,Romance",7.8,22275,deed go town,0.0,0.0,1.0,0.0
tt0028010,movie,My Man Godfrey,My Man Godfrey,0,1936,\N,94,"Comedy,Drama,Romance",8.0,25063,man godfrey,0.0,0.0,1.0,0.0
tt0028096,movie,The Petrified Forest,The Petrified Forest,0,1936,\N,82,"Drama,Thriller",7.5,14372,petrified forest,0.0,0.778,0.222,-0.5423
tt0028212,movie,Sabotage,Sabotage,0,1936,\N,76,"Crime,Thriller",7.0,17760,sabotage,0.0,1.0,0.0,-0.5267
tt0028231,movie,Secret Agent,Secret Agent,0,1936,\N,86,"Mystery,Thriller",6.4,8715,secret agent,0.0,0.0,1.0,0.0
tt0028333,movie,Swing Time,Swing Time,0,1936,\N,103,"Comedy,Musical,Romance",7.5,14158,swing time,0.0,0.0,1.0,0.0
tt0028346,movie,Reefer Madness,Tell Your Children,0,1936,\N,66,"Comedy,Crime,Drama",3.7,8932,reefer madness,0.0,0.744,0.256,-0.4404
tt0028358,movie,Things to Come,Things to Come,0,1936,\N,100,"Drama,Sci-Fi,War",6.6,8537,thing come,0.0,0.0,1.0,0.0
tt0028597,movie,The Awful Truth,The Awful Truth,0,1937,\N,90,"Comedy,Romance",7.7,20463,awful truth,0.434,0.566,0.0,-0.1779
tt0028691,movie,Captains Courageous,Captains Courageous,0,1937,\N,117,"Adventure,Drama,Family",7.9,10306,captain courageous,0.773,0.0,0.227,0.5267
tt0028772,movie,A Day at the Races,A Day at the Races,0,1937,\N,111,"Comedy,Family,Musical",7.5,14123,day race,0.0,0.0,1.0,0.0
tt0028773,movie,Dead End,Dead End,0,1937,\N,93,"Crime,Drama,Film-Noir",7.2,8101,dead end,0.0,0.811,0.189,-0.6486
tt0028950,movie,The Grand Illusion,La grande illusion,0,1937,\N,113,"Drama,War",8.1,37594,grand illusion,0.75,0.0,0.25,0.4588
tt0029146,movie,The Life of Emile Zola,The Life of Emile Zola,0,1937,\N,116,"Biography,Drama",7.2,8603,life emile zola,0.0,0.0,1.0,0.0
tt0029192,movie,Make Way for Tomorrow,Make Way for Tomorrow,0,1937,\N,91,"Drama,Romance",8.2,8922,make way tomorrow,0.0,0.0,1.0,0.0
tt0029284,movie,My Favorite Wife,My Favorite Wife,0,1940,\N,88,"Comedy,Romance",7.3,11044,favorite wife,0.75,0.0,0.25,0.4588
tt0029583,movie,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,0,1937,\N,83,"Adventure,Animation,Family",7.6,205452,snow white seven dwarf,0.0,0.0,1.0,0.0
tt0029604,movie,Stage Door,Stage Door,0,1937,\N,92,"Comedy,Drama,Romance",7.7,8694,stage door,0.0,0.0,1.0,0.0
tt0029682,movie,Topper,Topper,0,1937,\N,97,"Comedy,Fantasy,Romance",7.2,7929,topper,0.0,0.0,1.0,0.0
tt0029747,movie,Way Out West,Way Out West,0,1937,\N,66,"Comedy,Family,Western",7.6,8672,way west,0.0,0.0,1.0,0.0
tt0029811,movie,Young and Innocent,Young and Innocent,0,1937,\N,80,"Crime,Mystery,Romance",6.8,10160,young innocent,0.706,0.0,0.294,0.34
tt0029843,movie,The Adventures of Robin Hood,The Adventures of Robin Hood,0,1938,\N,102,"Action,Adventure,Romance",7.9,52699,adventure robin hood,0.535,0.0,0.465,0.3182
tt0029870,movie,Angels with Dirty Faces,Angels with Dirty Faces,0,1938,\N,97,"Crime,Drama,Film-Noir",7.9,22313,angel dirty face,0.0,0.592,0.408,-0.4404
tt0029947,movie,Bringing Up Baby,Bringing Up Baby,0,1938,\N,102,Comedy,7.8,63515,bringing baby,0.0,0.0,1.0,0.0
tt0029992,movie,A Christmas Carol,A Christmas Carol,0,1938,\N,69,"Drama,Family,Fantasy",7.5,8102,christmas carol,0.0,0.0,1.0,0.0
tt0030241,movie,Holiday,Holiday,0,1938,\N,95,"Comedy,Romance",7.7,17159,holiday,1.0,0.0,0.0,0.4019
tt0030341,movie,The Lady Vanishes,The Lady Vanishes,0,1938,\N,96,"Mystery,Thriller",7.8,54625,lady vanishes,0.0,0.0,1.0,0.0
tt0030643,movie,Port of Shadows,Le quai des brumes,0,1938,\N,91,"Crime,Drama,Romance",7.7,9553,port shadow,0.0,0.0,1.0,0.0
tt0030993,movie,You Can't Take It with You,You Can't Take It with You,0,1938,\N,126,"Comedy,Drama,Romance",7.8,26739,take,0.0,0.0,1.0,0.0
tt0031047,movie,Another Thin Man,Another Thin Man,0,1939,\N,103,"Comedy,Crime,Music",7.4,7810,another thin man,0.0,0.0,1.0,0.0
tt0031210,movie,Dark Victory,Dark Victory,0,1939,\N,104,"Drama,Romance",7.5,11766,dark victory,0.0,0.0,1.0,0.0
tt0031225,movie,Destry Rides Again,Destry Rides Again,0,1939,\N,95,"Comedy,Western",7.6,12070,destry ride,0.0,0.0,1.0,0.0
tt0031381,movie,Gone with the Wind,Gone with the Wind,0,1939,\N,238,"Drama,Romance,War",8.2,321836,gone wind,0.0,0.0,1.0,0.0
tt0031385,movie,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",0,1939,\N,114,"Drama,Romance",7.9,11093,goodbye chip,0.0,0.0,1.0,0.0
tt0031448,movie,The Hound of the Baskervilles,The Hound of the Baskervilles,0,1939,\N,80,"Crime,Horror,Mystery",7.4,11003,hound baskervilles,0.0,0.0,1.0,0.0
tt0031455,movie,The Hunchback of Notre Dame,The Hunchback of Notre Dame,0,1939,\N,116,"Drama,Romance",7.8,11797,hunchback notre dame,0.0,0.0,1.0,0.0
tt0031679,movie,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,0,1939,\N,129,"Comedy,Drama",8.1,117414,smith go washington,0.0,0.0,1.0,0.0
tt0031725,movie,Ninotchka,Ninotchka,0,1939,\N,110,"Comedy,Romance",7.8,21815,ninotchka,0.0,0.0,1.0,0.0
tt0031762,movie,Only Angels Have Wings,Only Angels Have Wings,0,1939,\N,121,"Adventure,Drama,Romance",7.6,14899,angel wing,0.0,0.0,1.0,0.0
tt0031867,movie,The Roaring Twenties,The Roaring Twenties,0,1939,\N,106,"Crime,Drama,Film-Noir",7.9,14645,roaring twenty,0.0,0.0,1.0,0.0
tt0031885,movie,The Rules of the Game,La règle du jeu,0,1939,\N,110,"Comedy,Drama",7.9,30078,rule game,0.0,0.0,1.0,0.0
tt0031951,movie,Son of Frankenstein,Son of Frankenstein,0,1939,\N,99,"Drama,Horror,Sci-Fi",7.1,10963,son frankenstein,0.0,0.0,1.0,0.0
tt0031971,movie,Stagecoach,Stagecoach,0,1939,\N,96,"Adventure,Drama,Western",7.8,51117,stagecoach,0.0,0.0,1.0,0.0
tt0032138,movie,The Wizard of Oz,The Wizard of Oz,0,1939,\N,102,"Adventure,Family,Fantasy",8.1,409397,wizard oz,0.0,0.0,1.0,0.0
tt0032143,movie,The Women,The Women,0,1939,\N,133,"Comedy,Drama",7.7,14319,woman,0.0,0.0,1.0,0.0
tt0032145,movie,Wuthering Heights,Wuthering Heights,0,1939,\N,104,"Drama,Romance",7.5,18901,wuthering height,0.0,0.0,1.0,0.0
tt0032155,movie,Young Mr. Lincoln,Young Mr. Lincoln,0,1939,\N,100,"Biography,Drama,History",7.5,8788,young lincoln,0.0,0.0,1.0,0.0
tt0032551,movie,The Grapes of Wrath,The Grapes of Wrath,0,1940,\N,129,Drama,8.1,95921,grape wrath,0.0,0.0,1.0,0.0
tt0032553,movie,The Great Dictator,The Great Dictator,0,1940,\N,125,"Comedy,Drama,War",8.4,228209,great dictator,0.804,0.0,0.196,0.6249
tt0032599,movie,His Girl Friday,His Girl Friday,0,1940,\N,92,"Comedy,Drama,Romance",7.8,60678,girl friday,0.0,0.0,1.0,0.0
tt0032701,movie,The Letter,The Letter,0,1940,\N,95,"Crime,Drama,Film-Noir",7.5,13863,letter,0.0,0.0,1.0,0.0
tt0032762,movie,The Mark of Zorro,The Mark of Zorro,0,1940,\N,94,"Action,Adventure,Family",7.5,10525,mark zorro,0.0,0.0,1.0,0.0
tt0032904,movie,The Philadelphia Story,The Philadelphia Story,0,1940,\N,112,"Comedy,Romance",7.9,71332,philadelphia story,0.0,0.0,1.0,0.0
tt0032910,movie,Pinocchio,Pinocchio,0,1940,\N,88,"Adventure,Animation,Comedy",7.5,152368,pinocchio,0.0,0.0,1.0,0.0
tt0032943,movie,Pride and Prejudice,Pride and Prejudice,0,1940,\N,118,"Drama,Romance",7.4,8732,pride prejudice,0.421,0.579,0.0,-0.2263
tt0033028,movie,The Sea Hawk,The Sea Hawk,0,1940,\N,127,"Action,Adventure,History",7.6,10303,sea hawk,0.0,0.0,1.0,0.0
tt0033045,movie,The Shop Around the Corner,The Shop Around the Corner,0,1940,\N,99,"Comedy,Drama,Romance",8.0,35388,shop around corner,0.0,0.0,1.0,0.0
tt0033149,movie,They Drive by Night,They Drive by Night,0,1940,\N,95,"Crime,Drama,Film-Noir",7.2,8359,drive night,0.0,0.0,1.0,0.0
tt0033152,movie,The Thief of Bagdad,The Thief of Bagdad,0,1940,\N,106,"Adventure,Family,Fantasy",7.4,13837,thief bagdad,0.0,0.773,0.227,-0.5267
tt0033238,movie,Waterloo Bridge,Waterloo Bridge,0,1940,\N,108,"Drama,Romance,War",7.7,10483,waterloo bridge,0.0,0.0,1.0,0.0
tt0033373,movie,Ball of Fire,Ball of Fire,0,1941,\N,111,"Comedy,Romance",7.7,13337,ball fire,0.0,0.706,0.294,-0.34
tt0033467,movie,Citizen Kane,Citizen Kane,0,1941,\N,119,"Drama,Mystery",8.3,449765,citizen kane,0.0,0.0,1.0,0.0
tt0033553,movie,Dr. Jekyll and Mr. Hyde,Dr. Jekyll and Mr. Hyde,0,1941,\N,113,"Drama,Horror,Sci-Fi",6.8,9383,dr. jekyll hyde,0.0,0.0,1.0,0.0
tt0033563,movie,Dumbo,Dumbo,0,1941,\N,64,"Adventure,Animation,Drama",7.2,136154,dumbo,0.0,0.0,1.0,0.0
tt0033717,movie,High Sierra,High Sierra,0,1941,\N,100,"Action,Adventure,Drama",7.5,18221,high sierra,0.0,0.0,1.0,0.0
tt0033729,movie,How Green Was My Valley,How Green Was My Valley,0,1941,\N,118,"Drama,Family",7.7,25256,green valley,0.0,0.0,1.0,0.0
tt0033804,movie,The Lady Eve,The Lady Eve,0,1941,\N,94,"Comedy,Romance",7.7,22424,lady eve,0.0,0.0,1.0,0.0
tt0033836,movie,The Little Foxes,The Little Foxes,0,1941,\N,116,"Drama,Romance",7.9,12479,little fox,0.0,0.0,1.0,0.0
tt0033870,movie,The Maltese Falcon,The Maltese Falcon,0,1941,\N,100,"Crime,Film-Noir,Mystery",8.0,161967,maltese falcon,0.0,0.0,1.0,0.0
tt0033874,movie,The Man Who Came to Dinner,The Man Who Came to Dinner,0,1942,\N,112,"Comedy,Romance",7.5,8409,man came dinner,0.0,0.0,1.0,0.0
tt0033891,movie,Meet John Doe,Meet John Doe,0,1941,\N,135,"Comedy,Drama,Romance",7.6,14154,meet john doe,0.0,0.0,1.0,0.0
tt0033922,movie,Mr. & Mrs. Smith,Mr. & Mrs. Smith,0,1941,\N,95,"Comedy,Romance",6.3,10895,mrs. smith,0.0,0.0,1.0,0.0
tt0034240,movie,Sullivan's Travels,Sullivan's Travels,0,1941,\N,90,"Adventure,Comedy,Drama",7.9,27334,sullivan travel,0.0,0.0,1.0,0.0
tt0034398,movie,The Wolf Man,The Wolf Man,0,1941,\N,70,"Horror,Mystery,Romance",7.2,28608,wolf man,0.0,0.0,1.0,0.0
tt0034583,movie,Casablanca,Casablanca,0,1942,\N,102,"Drama,Romance,War",8.5,582213,casablanca,0.0,0.0,1.0,0.0
tt0034587,movie,Cat People,Cat People,0,1942,\N,73,"Fantasy,Horror,Thriller",7.2,24267,cat people,0.0,0.0,1.0,0.0
tt0034862,movie,Holiday Inn,Holiday Inn,0,1942,\N,100,"Comedy,Drama,Music",7.3,16266,holiday inn,0.73,0.0,0.27,0.4019
tt0034881,movie,I Married a Witch,I Married a Witch,0,1942,\N,77,"Comedy,Fantasy,Romance",7.1,8794,married witch,0.0,0.714,0.286,-0.3612
tt0035015,movie,The Magnificent Ambersons,The Magnificent Ambersons,0,1942,\N,88,"Drama,Romance",7.6,25650,magnificent ambersons,0.796,0.0,0.204,0.5994
